"('due', 'friction')",2
"('times', 'rotational')",1
"('substrate', 'includes')",1
"('cleans', 'particles')",2
"('wherein', 'first')",2
"('roller', 'configured')",4
"('roller', 'rotating')",2
"('roller', 'edge')",1
"('roller', 'second')",1
"('contacts', 'edge')",1
"('contact', 'semiconductor')",3
"('comprises', 'water')",1
"('wafer', 'first')",6
"('propelling', 'water')",2
"('velocity', 'point')",2
"('comprises', 'poly')",3
"('speed', 'contacts')",1
"('chemical', 'comprises')",2
"('wherein', 'semiconductor')",1
"('direction', 'second')",2
"('wherein', 'rotational')",1
"('roller', 'clearing')",1
"('point', 'contact')",4
"('pad', 'scrubber')",1
"('material', 'apparatus')",2
"('cleaning', 'edge')",1
"('roller', 'rotates')",2
"('speed', 'first')",1
"('substrate', 'edge')",2
"('friction', 'edge')",2
"('roller', 'generating')",1
"('area', 'second')",1
"('friction', 'difference')",1
"('edge', 'cleans')",2
"('cleaning', 'semiconductor')",4
"('bevel', 'area')",4
"('includes', 'least')",1
"('comprising', 'first')",3
"('configured', 'rotate')",4
"('semiconductor', 'wafer')",14
"('speed', 'facilitate')",2
"('propelling', 'least')",1
"('rotates', 'semiconductor')",1
"('vinyl', 'alcohol')",3
"('wherein', 'edge')",1
"('generating', 'friction')",1
"('scrubbing', 'apparatus')",1
"('edge', 'abrasive')",2
"('alcohol', 'PVA')",3
"('polyurethane', 'apparatus')",1
"('defined', 'claim')",28
"('speed', 'scrubber')",2
"('different', 'first')",1
"('scrubbing', 'edge')",1
"('comprises', 'pad')",2
"('first', 'speed')",6
"('mechanism', 'edge')",2
"('times', 'first')",1
"('scrubber', 'defined')",15
"('area', 'semiconductor')",2
"('second', 'speed')",5
"('material', 'comprises')",11
"('substrate', 'first')",1
"('said', 'least')",3
"('cleaning', 'mechanism')",1
"('roller', 'cleans')",1
"('velocity', 'apparatus')",1
"('mechanism', 'comprises')",1
"('apparatus', 'cleaning')",1
"('claim', 'wherein')",26
"('particles', 'bevel')",2
"('edge', 'semiconductor')",5
"('rotational', 'speed')",4
"('edge', 'said')",1
"('approximately', 'times')",2
"('area', 'due')",1
"('wherein', 'said')",2
"('speed', 'different')",1
"('wherein', 'mechanism')",2
"('cleaned', 'due')",3
"('faster', 'rotational')",1
"('water', 'jet')",2
"('material', 'scrubber')",3
"('contact', 'side')",2
"('direction', 'first')",3
"('comprises', 'apparatus')",1
"('substrate', 'apparatus')",2
"('area', 'contact')",1
"('speed', 'approximately')",1
"('nylon', 'scrubber')",2
"('first', 'roller')",14
"('clearing', 'edge')",1
"('chemical', 'point')",1
"('speed', 'faster')",2
"('PVA', 'apparatus')",1
"('faster', 'first')",1
"('polyurethane', 'scrubber')",1
"('difference', 'tangential')",3
"('side', 'scrubbing')",2
"('comprises', 'nylon')",3
"('wherein', 'cleaning')",1
"('comprising', 'water')",1
"('due', 'difference')",2
"('edge', 'comprising')",2
"('second', 'roller')",11
"('one', 'chemical')",3
"('water', 'point')",1
"('edge', 'cleaning')",3
"('comprise', 'abrasive')",1
"('rotating', 'semiconductor')",2
"('roller', 'cleaning')",1
"('roller', 'approximately')",1
"('roller', 'rotational')",1
"('substrate', 'second')",1
"('polyurethane', 'scrubbing')",1
"('wherein', 'rollers')",1
"('least', 'one')",5
"('said', 'apparatus')",1
"('speed', 'second')",5
"('apparatus', 'defined')",13
"('comprises', 'polyurethane')",3
"('nylon', 'apparatus')",1
"('comprising', 'jet')",1
"('scrubber', 'scrubbing')",2
"('scrubbing', 'semiconductor')",3
"('jet', 'propelling')",3
"('abrasive', 'material')",17
"('wafer', 'edge')",2
"('wafer', 'second')",2
"('wafer', 'scrubber')",2
"('comprises', 'NH4OH')",1
"('one', 'bevel')",2
"('wafer', 'cleaned')",2
"('poly', 'vinyl')",3
"('water', 'area')",1
"('tangential', 'velocity')",3
"('semiconductor', 'substrate')",7
"('material', 'first')",1
"('wherein', 'second')",4
"('edge', 'cleaned')",1
"('rotates', 'direction')",1
"('facilitate', 'edge')",2
"('rotate', 'direction')",4
"('rollers', 'comprise')",1
"('claim', 'comprising')",2
"('PVA', 'scrubber')",2
"('roller', 'scrubber')",3
"('wherein', 'abrasive')",11
"('pad', 'apparatus')",1
"('apparatus', 'comprising')",1
"('comprises', 'abrasive')",3
"('roller', 'comprises')",3
"('cleans', 'said')",1
"('roller', 'apparatus')",3
